,XRPUSDT,BCHUSDT,beta,intercept
2021-08-08 18:00:00+00:00,0.7833,561.56,0.0013190648864092112,-0.05528995664020728
2021-08-08 19:00:00+00:00,0.7801,561.25,0.0013190627203980218,-0.05527237625646615
2021-08-08 20:00:00+00:00,0.7848,558.99,0.001319061512095585,-0.05525437749488175
2021-08-08 21:00:00+00:00,0.7926,562.0,0.0013190616526803506,-0.05523669951908401
2021-08-08 22:00:00+00:00,0.7921,564.09,0.0013190618216055627,-0.05521948459633694
2021-08-08 23:00:00+00:00,0.7788,555.56,0.0013190603598838492,-0.05520187350571787
2021-08-09 00:00:00+00:00,0.7649,546.08,0.0013190555402232689,-0.05518203286931768
2021-08-09 01:00:00+00:00,0.7694,544.91,0.0013190517939445326,-0.055162259526264294
2021-08-09 02:00:00+00:00,0.7791,549.29,0.0013190490871549392,-0.05514238325391112
2021-08-09 03:00:00+00:00,0.783,550.86,0.0013190466547270668,-0.055122333469362406
2021-08-09 04:00:00+00:00,0.7938,552.67,0.0013190458689402165,-0.05510223040166486
2021-08-09 05:00:00+00:00,0.7874,552.84,0.0013190439745369396,-0.05508226936378024
2021-08-09 06:00:00+00:00,0.7869,552.85,0.0013190419106670467,-0.05506224882607607
2021-08-09 07:00:00+00:00,0.7972,559.65,0.001319041957319559,-0.05504338993902988
2021-08-09 08:00:00+00:00,0.798,566.17,0.001319042185473258,-0.05502551700656724
2021-08-09 09:00:00+00:00,0.8093,572.97,0.0013190443361952159,-0.055008432610878684
2021-08-09 10:00:00+00:00,0.8176,574.7,0.0013190477806909301,-0.05499129314490316
2021-08-09 11:00:00+00:00,0.8205,578.36,0.0013190515080214128,-0.05497445921406734
2021-08-09 12:00:00+00:00,0.8162,574.28,0.0013190548457378676,-0.05495735631721064
2021-08-09 13:00:00+00:00,0.8108,573.24,0.001319056835794484,-0.05493990409037619
2021-08-09 14:00:00+00:00,0.8121,583.83,0.0013190584160217983,-0.05492359974426077
2021-08-09 15:00:00+00:00,0.8183,598.24,0.0013190596684065823,-0.054908510940072
2021-08-09 16:00:00+00:00,0.817,597.02,0.001319060934364444,-0.05489350672226906
2021-08-09 17:00:00+00:00,0.8181,590.54,0.0013190629287261504,-0.05487767157013348
2021-08-09 18:00:00+00:00,0.823,594.56,0.0013190653709355907,-0.054862014279761215
2021-08-09 19:00:00+00:00,0.816,594.43,0.0013190663260578732,-0.05484645182052669
2021-08-09 20:00:00+00:00,0.8035,585.06,0.0013190655363747835,-0.0548300224412734
2021-08-09 21:00:00+00:00,0.8118,589.82,0.00131906587133267,-0.05481387428699718
2021-08-09 22:00:00+00:00,0.8196,594.22,0.0013190673802773731,-0.05479805238386748
2021-08-09 23:00:00+00:00,0.817,591.37,0.0013190684037811817,-0.05478180607778739
2021-08-10 00:00:00+00:00,0.8128,588.23,0.001319068687327586,-0.054765212065868686
2021-08-10 01:00:00+00:00,0.8117,587.31,0.001319068758160356,-0.0547484422375109
2021-08-10 02:00:00+00:00,0.8147,590.13,0.0013190688654231635,-0.054731613449523805
2021-08-10 03:00:00+00:00,0.8041,582.49,0.0013190676427531748,-0.05471434403846581
2021-08-10 04:00:00+00:00,0.8095,579.24,0.0013190679325337379,-0.05469687951464411
2021-08-10 05:00:00+00:00,0.81,584.09,0.0013190681444140823,-0.054680259536706306
2021-08-10 06:00:00+00:00,0.816,586.63,0.0013190696250328245,-0.05466406038320484
2021-08-10 07:00:00+00:00,0.8183,589.16,0.0013190712141989019,-0.054647955416547205
2021-08-10 08:00:00+00:00,0.8198,589.91,0.0013190729977078928,-0.05463195124399891
2021-08-10 09:00:00+00:00,0.8193,586.4,0.0013190752751197636,-0.05461572953720557
2021-08-10 10:00:00+00:00,0.8065,580.71,0.0013190760510816406,-0.05459960082096606
2021-08-10 11:00:00+00:00,0.8145,586.54,0.0013190777308142794,-0.05458377693539477
2021-08-10 12:00:00+00:00,0.8475,596.76,0.0013190858048476896,-0.05456898148931469
2021-08-10 13:00:00+00:00,0.8368,593.12,0.0013190913573515246,-0.054553456080780965
2021-08-10 14:00:00+00:00,0.8286,586.74,0.001319094873337436,-0.054536609991939704
2021-08-10 15:00:00+00:00,0.8241,583.79,0.0013190971249144256,-0.05451894333190474
2021-08-10 16:00:00+00:00,0.8137,576.01,0.0013190983829387943,-0.05450099181637254
2021-08-10 17:00:00+00:00,0.8203,582.83,0.0013191002802606243,-0.05448340578623287
2021-08-10 18:00:00+00:00,0.8282,586.42,0.0013191033780375182,-0.05446599219880871
2021-08-10 19:00:00+00:00,0.836,590.93,0.0013191077612745164,-0.054449087032324116
2021-08-10 20:00:00+00:00,0.8437,593.39,0.0013191142513712493,-0.05443293704429539
2021-08-10 21:00:00+00:00,0.851,596.59,0.0013191230500168899,-0.05441786345705849
2021-08-10 22:00:00+00:00,0.8494,590.32,0.0013191316609589003,-0.05440193190012077
2021-08-10 23:00:00+00:00,0.8511,592.06,0.0013191403682171622,-0.054386048345642125
2021-08-11 00:00:00+00:00,0.8693,597.67,0.001319152166982914,-0.05437026507782182
2021-08-11 01:00:00+00:00,0.8737,602.12,0.0013191658101895471,-0.05435616007527247
2021-08-11 02:00:00+00:00,0.8736,593.83,0.0013191793392915764,-0.05434060662176335
2021-08-11 03:00:00+00:00,0.876,597.01,0.0013191934230770068,-0.05432549256155268
2021-08-11 04:00:00+00:00,0.8781,595.58,0.0013192078769970474,-0.054310064517409606
2021-08-11 05:00:00+00:00,0.8897,600.85,0.0013192244691367862,-0.05429504126905679
2021-08-11 06:00:00+00:00,0.8922,611.37,0.001319240859186669,-0.054281006947439564
2021-08-11 07:00:00+00:00,0.8944,610.96,0.0013192580482385987,-0.05426719820559646
2021-08-11 08:00:00+00:00,0.8919,609.35,0.001319274616452672,-0.054253099804655286
2021-08-11 09:00:00+00:00,0.8942,609.79,0.0013192919924410235,-0.05423933168791716
2021-08-11 10:00:00+00:00,0.8915,606.74,0.0013193088999872231,-0.05422521324818783
2021-08-11 11:00:00+00:00,0.8844,604.38,0.001319324485485914,-0.05421101073856546
2021-08-11 12:00:00+00:00,0.8814,607.44,0.0013193388831666672,-0.05419694432845349
2021-08-11 13:00:00+00:00,0.896,617.85,0.001319356044023112,-0.05418408139312829
2021-08-11 14:00:00+00:00,0.9286,618.85,0.0013193813022738742,-0.054171546305585905
2021-08-11 15:00:00+00:00,0.9364,617.15,0.00131941076422849,-0.05416071582882438
2021-08-11 16:00:00+00:00,0.9649,620.65,0.001319447373508532,-0.0541504880322643
2021-08-11 17:00:00+00:00,0.9734,625.08,0.0013194869070915138,-0.05414170014658065
2021-08-11 18:00:00+00:00,0.9748,619.18,0.0013195265776645222,-0.05413194404181087
2021-08-11 19:00:00+00:00,1.0631,627.24,0.0013195899714006682,-0.05412476790003773
2021-08-11 20:00:00+00:00,1.035,627.04,0.0013196456652870853,-0.05411699192268814
2021-08-11 21:00:00+00:00,1.0312,628.96,0.0013197005925808833,-0.05410967985631518
2021-08-11 22:00:00+00:00,1.0133,618.2,0.001319749836249961,-0.05410018256003591
2021-08-11 23:00:00+00:00,1.0105,620.37,0.0013197986932954359,-0.0540912315694736
2021-08-12 00:00:00+00:00,1.0257,639.6,0.0013198527811036768,-0.054085820560593745
2021-08-12 01:00:00+00:00,1.0397,643.43,0.0013199112205300161,-0.054081471729723885
2021-08-12 02:00:00+00:00,1.0375,647.23,0.001319969685621778,-0.05407814559441227
2021-08-12 03:00:00+00:00,1.0223,639.04,0.0013200238392367448,-0.05407354045228799
2021-08-12 04:00:00+00:00,1.0074,631.28,0.0013200730063812902,-0.05406696007578815
2021-08-12 05:00:00+00:00,0.9854,615.11,0.0013201154569654463,-0.05405735142743241
2021-08-12 06:00:00+00:00,0.9904,616.16,0.0013201601824892675,-0.054048841547730514
2021-08-12 07:00:00+00:00,1.0151,622.57,0.0013202126004845233,-0.05404244820753312
2021-08-12 08:00:00+00:00,1.0014,621.01,0.00132026110422514,-0.054035421288147964
2021-08-12 09:00:00+00:00,1.0165,623.8,0.001320313876209366,-0.054029231470015454
2021-08-12 10:00:00+00:00,1.004,622.41,0.0013203627381127264,-0.05402222996840693
2021-08-12 11:00:00+00:00,0.9812,610.76,0.0013204038155337993,-0.05401215904375248
2021-08-12 12:00:00+00:00,0.9712,611.49,0.0013204427737826471,-0.0540023196126591
2021-08-12 13:00:00+00:00,0.9704,610.48,0.0013204811012306737,-0.053991972266096554
2021-08-12 14:00:00+00:00,0.9422,599.58,0.0013205119580321522,-0.05397952336221251
2021-08-12 15:00:00+00:00,0.9497,600.83,0.0013205444564256307,-0.053967233704215474
2021-08-12 16:00:00+00:00,0.9415,599.41,0.001320574850152463,-0.053954576035650306
2021-08-12 17:00:00+00:00,0.9481,602.43,0.001320607171296629,-0.05394271770868537
2021-08-12 18:00:00+00:00,0.9661,607.83,0.0013206441226295187,-0.05393183573651315
2021-08-12 19:00:00+00:00,0.9656,606.18,0.001320680056031559,-0.05392008625917876
2021-08-12 20:00:00+00:00,0.9628,608.0,0.0013207166645824242,-0.053909678672841646
2021-08-12 21:00:00+00:00,0.9509,602.01,0.0013207491022952612,-0.05389735865977886
2021-08-12 22:00:00+00:00,0.9311,597.72,0.0013207757255687684,-0.053883355856982715
2021-08-12 23:00:00+00:00,0.966,606.21,0.0013208114770345174,-0.053871331209025264
2021-08-13 00:00:00+00:00,0.9716,612.93,0.0013208481112631247,-0.05385971792857089
2021-08-13 01:00:00+00:00,0.9783,616.83,0.001320886919279457,-0.053849027115789774
2021-08-13 06:00:00+00:00,1.0257,633.84,0.0013209392688775857,-0.05384205397242735
2021-08-13 07:00:00+00:00,1.0425,632.72,0.0013209957136117775,-0.05383480089074512
2021-08-13 08:00:00+00:00,1.037,637.24,0.0013210510286295653,-0.05382830418887222
2021-08-13 09:00:00+00:00,1.0341,636.53,0.0013211056389691375,-0.053821775638028826
2021-08-13 10:00:00+00:00,1.0367,637.89,0.0013211607535037499,-0.053815338123162304
2021-08-13 11:00:00+00:00,1.0213,635.11,0.001321211629930323,-0.053808366796175386
2021-08-13 12:00:00+00:00,1.0358,641.65,0.001321267571607289,-0.053803400236235074
2021-08-13 13:00:00+00:00,1.0291,637.94,0.0013213217531259044,-0.053797956951973626
2021-08-13 14:00:00+00:00,1.0195,633.07,0.0013213725820261184,-0.05379113918451865
2021-08-13 15:00:00+00:00,1.0115,626.74,0.0013214207004492115,-0.05378293214945248
2021-08-13 16:00:00+00:00,1.0359,632.4,0.0013214756385691656,-0.053776071807135686
2021-08-13 17:00:00+00:00,1.0343,630.08,0.0013215291632501225,-0.05376808758719422
2021-08-13 18:00:00+00:00,1.0241,631.68,0.0013215804822929364,-0.053760577414149274
2021-08-13 19:00:00+00:00,1.0185,631.14,0.0013216299563825538,-0.05375258213064885
2021-08-13 20:00:00+00:00,1.0552,644.2,0.0013216910529926188,-0.053748103213916286
2021-08-13 21:00:00+00:00,1.0611,644.71,0.0013217533595075734,-0.053743470726777466
2021-08-13 22:00:00+00:00,1.0712,645.57,0.001321819137635737,-0.05373963629681859
2021-08-13 23:00:00+00:00,1.0901,654.44,0.0013218918513302372,-0.053738477229807215
2021-08-14 00:00:00+00:00,1.0846,660.2,0.001321963004689958,-0.05373802355319032
2021-08-14 01:00:00+00:00,1.0822,654.32,0.001322032493899599,-0.05373601393025273
2021-08-14 02:00:00+00:00,1.0855,660.0,0.0013221042965189,-0.05373596322061651
2021-08-14 03:00:00+00:00,1.0874,657.76,0.001322176214962746,-0.05373537996262085
2021-08-14 04:00:00+00:00,1.0813,652.86,0.0013222449841478918,-0.053732930558546804
2021-08-14 05:00:00+00:00,1.1065,657.97,0.001322322492083655,-0.053732694246443946
2021-08-14 06:00:00+00:00,1.1612,661.32,0.001322417711831541,-0.05373516469395983
2021-08-14 07:00:00+00:00,1.1769,664.72,0.0013225195296552566,-0.05373991149891055
2021-08-14 08:00:00+00:00,1.167,663.82,0.0013226173755688621,-0.053743556419046996
2021-08-14 09:00:00+00:00,1.1328,658.07,0.0013227030218641803,-0.053744314412398214
2021-08-14 10:00:00+00:00,1.1187,646.94,0.0013227821746478968,-0.05374180821063544
2021-08-14 11:00:00+00:00,1.1544,652.19,0.001322874149612955,-0.053742523951825875
2021-08-14 12:00:00+00:00,1.1375,646.56,0.0013229594934090411,-0.05374104896260257
2021-08-14 13:00:00+00:00,1.1601,650.34,0.001323052491178319,-0.05374131758273082
2021-08-14 14:00:00+00:00,1.222,661.37,0.0013231677928906937,-0.053746953035038736
2021-08-14 15:00:00+00:00,1.2125,664.57,0.0013232811164142519,-0.05375321281522186
2021-08-14 16:00:00+00:00,1.2347,673.48,0.0013234037706214901,-0.053762509457920694
2021-08-14 17:00:00+00:00,1.2153,669.02,0.0013235182204378547,-0.053769234367982366
2021-08-14 18:00:00+00:00,1.2351,668.27,0.0013236392655362752,-0.053776767159149405
2021-08-14 19:00:00+00:00,1.2326,672.35,0.0013237614830472503,-0.05378612214579476
2021-08-14 20:00:00+00:00,1.205,663.86,0.0013238721444343347,-0.05379176867968992
2021-08-14 21:00:00+00:00,1.254,670.01,0.0013240010278313804,-0.05380168870979076
2021-08-14 22:00:00+00:00,1.2891,669.16,0.0013241413841043861,-0.05381303990715684
2021-08-14 23:00:00+00:00,1.2791,692.08,0.0013242857198807701,-0.05383099381011172
2021-08-15 00:00:00+00:00,1.3009,696.21,0.0013244396575748923,-0.053851861224367345
2021-08-15 01:00:00+00:00,1.3224,704.51,0.001324604324987719,-0.053876748512495715
2021-08-15 02:00:00+00:00,1.3288,703.67,0.0013247706909701646,-0.05390141473609245
2021-08-15 03:00:00+00:00,1.303,695.72,0.00132492463875612,-0.05392187035875223
2021-08-15 04:00:00+00:00,1.3114,695.24,0.001325081915181278,-0.05394301570840991
2021-08-15 05:00:00+00:00,1.3137,693.08,0.001325239480414817,-0.05396377445803579
2021-08-15 06:00:00+00:00,1.296,688.95,0.0013253886325732978,-0.05398168334358802
2021-08-15 07:00:00+00:00,1.2474,679.3,0.0013255191644575726,-0.053995296361784906
2021-08-15 08:00:00+00:00,1.2719,682.37,0.0013256586608701333,-0.05401079522656721
2021-08-15 09:00:00+00:00,1.3117,688.6,0.0013258144590547788,-0.05403056055966736
2021-08-15 10:00:00+00:00,1.2843,682.77,0.0013259579517529963,-0.05404648104778375
2021-08-15 11:00:00+00:00,1.2804,686.71,0.0013261012116464771,-0.05406329950651474
2021-08-15 12:00:00+00:00,1.2642,679.54,0.0013262369933833645,-0.05407747938541726
2021-08-15 13:00:00+00:00,1.2664,681.82,0.0013263748335216904,-0.05409295532778845
2021-08-15 14:00:00+00:00,1.2537,684.67,0.0013265089959349787,-0.05410864287229352
2021-08-15 15:00:00+00:00,1.2661,689.55,0.0013266496967479897,-0.054127152366285076
2021-08-15 16:00:00+00:00,1.2499,682.39,0.001326781636379856,-0.05414186037161041
2021-08-15 17:00:00+00:00,1.2646,686.56,0.0013269194257151044,-0.05415819506803944
2021-08-15 18:00:00+00:00,1.2833,689.48,0.001327064793699354,-0.05417654162337586
2021-08-15 19:00:00+00:00,1.2877,691.21,0.0013272103063730388,-0.05419390093750412
2021-08-15 20:00:00+00:00,1.2977,694.07,0.0013273604356586104,-0.054212886749961775
2021-08-15 21:00:00+00:00,1.2955,696.93,0.001327510074902857,-0.054232238403563005
2021-08-15 22:00:00+00:00,1.2898,705.29,0.0013276596699812963,-0.05425362217586201
2021-08-15 23:00:00+00:00,1.2839,703.42,0.0013278066686477782,-0.05427428501397197
2021-08-16 00:00:00+00:00,1.2942,706.04,0.001327958725963278,-0.054296810321735764
2021-08-16 01:00:00+00:00,1.3085,708.61,0.0013281167634349674,-0.05432091411237103
2021-08-16 02:00:00+00:00,1.3,708.53,0.001328271810134261,-0.05434472906775271
2021-08-16 03:00:00+00:00,1.2772,699.97,0.001328415727033199,-0.054364464734767276
2021-08-16 04:00:00+00:00,1.2796,704.81,0.0013285610240480151,-0.05438515116199978
2021-08-16 05:00:00+00:00,1.3027,706.85,0.0013287158044737609,-0.0544080862985105
2021-08-16 06:00:00+00:00,1.2923,696.34,0.001328863008124291,-0.05442664857952906
2021-08-16 07:00:00+00:00,1.2919,697.54,0.001329010608116637,-0.054445802429383836
2021-08-16 08:00:00+00:00,1.2784,697.09,0.0013291528757509942,-0.05446385252350949
2021-08-16 09:00:00+00:00,1.2764,699.33,0.001329294292465239,-0.05448182533313135
2021-08-16 10:00:00+00:00,1.2875,704.36,0.0013294403086135439,-0.05450108649740662
2021-08-16 11:00:00+00:00,1.2865,703.2,0.0013295849783089987,-0.054519425380474405
2021-08-16 12:00:00+00:00,1.2799,699.45,0.0013297263453189681,-0.054536430075545345
2021-08-16 13:00:00+00:00,1.2428,684.54,0.0013298498044886082,-0.05454646409539322
2021-08-16 14:00:00+00:00,1.216,679.71,0.001329962598452203,-0.054553708153619415
2021-08-16 15:00:00+00:00,1.2413,687.5,0.0013300863588811404,-0.05456473021465627
2021-08-16 16:00:00+00:00,1.2373,688.47,0.0013302087135568033,-0.0545756649761069
2021-08-16 17:00:00+00:00,1.2374,688.84,0.0013303313057043864,-0.05458687130939105
2021-08-16 18:00:00+00:00,1.2399,690.38,0.0013304550937955023,-0.05459865575644128
2021-08-16 19:00:00+00:00,1.2159,680.83,0.0013305683236582463,-0.05460669305304836
2021-08-16 20:00:00+00:00,1.1814,679.36,0.0013306661248777686,-0.0546094895552747
2021-08-16 21:00:00+00:00,1.2015,682.26,0.001330773344691417,-0.0546158608866789
2021-08-16 22:00:00+00:00,1.2094,683.32,0.0013308827939206977,-0.054622382597226904
2021-08-16 23:00:00+00:00,1.1855,673.31,0.001330982093379571,-0.05462512137982972
2021-08-17 00:00:00+00:00,1.1606,666.0,0.0013310722324153172,-0.054625357591009074
2021-08-17 01:00:00+00:00,1.19,679.94,0.0013311741446426699,-0.05462997311372863
2021-08-17 02:00:00+00:00,1.2084,683.9,0.0013312830824190737,-0.054636522877308566
2021-08-17 03:00:00+00:00,1.2079,686.13,0.0013313920252311425,-0.054643425430725444
2021-08-17 04:00:00+00:00,1.2053,686.83,0.001331499967327289,-0.054650161341194436
2021-08-17 05:00:00+00:00,1.1791,678.54,0.00133159736488086,-0.054653603039566734
2021-08-17 06:00:00+00:00,1.1624,671.34,0.0013316891270017796,-0.05465571246999969
2021-08-17 07:00:00+00:00,1.176,679.48,0.0013317872223091436,-0.054660829511481296
2021-08-17 08:00:00+00:00,1.1892,677.77,0.0013318891334685168,-0.05466581162362094
2021-08-17 09:00:00+00:00,1.2115,689.57,0.0013320004032415997,-0.054674438835721484
2021-08-17 10:00:00+00:00,1.197,684.12,0.0013321056197386587,-0.054680926023409515
2021-08-17 11:00:00+00:00,1.206,687.7,0.0013322156882552894,-0.05468975989283084
2021-08-17 12:00:00+00:00,1.1979,681.29,0.0013323215021314892,-0.05469643830124926
2021-08-17 13:00:00+00:00,1.1882,678.38,0.0013324229495506115,-0.054701461990507266
2021-08-17 14:00:00+00:00,1.1843,671.93,0.0013325225315318516,-0.054705291852752455
2021-08-17 15:00:00+00:00,1.1668,665.95,0.0013326142605496003,-0.05470600666819228
2021-08-17 16:00:00+00:00,1.1674,666.48,0.0013327062107343917,-0.0547067997043165
2021-08-17 17:00:00+00:00,1.1783,672.76,0.0013328022428380254,-0.05470904307027715
2021-08-17 18:00:00+00:00,1.1733,670.57,0.0013328971538691834,-0.05471129607870783
2021-08-17 19:00:00+00:00,1.1609,666.05,0.0013329869717854724,-0.05471184029139279
2021-08-17 20:00:00+00:00,1.1415,654.34,0.0013330685107868258,-0.054708781279559165
2021-08-17 21:00:00+00:00,1.1166,646.86,0.001333141178285474,-0.054703062175536374
2021-08-17 22:00:00+00:00,1.1278,651.05,0.0013332179622044,-0.054698743893874927
2021-08-17 23:00:00+00:00,1.0978,639.19,0.0013332838975339133,-0.05469080058708037
2021-08-18 00:00:00+00:00,1.0901,635.45,0.0013333470069293884,-0.05468181081414983
2021-08-18 01:00:00+00:00,1.0983,637.57,0.001333412335793527,-0.05467314880104894
2021-08-18 02:00:00+00:00,1.107,636.27,0.0013334799127112341,-0.0546644607787312
2021-08-18 03:00:00+00:00,1.1104,638.59,0.0013335472583760862,-0.054654911123940025
2021-08-18 04:00:00+00:00,1.1101,636.23,0.0013336132611244636,-0.05464400186038816
2021-08-18 05:00:00+00:00,1.138,644.36,0.0013336887175534628,-0.05463565529050114
2021-08-18 06:00:00+00:00,1.1254,642.13,0.0013337604645648608,-0.054626749352527856
2021-08-18 07:00:00+00:00,1.1061,636.92,0.0013338288750467963,-0.05461885338117134
2021-08-18 08:00:00+00:00,1.1122,640.56,0.0013338996456028424,-0.05461187758124159
2021-08-18 09:00:00+00:00,1.1146,642.62,0.0013339712355820317,-0.05460528075292487
2021-08-18 10:00:00+00:00,1.1006,639.66,0.0013340367353855288,-0.05459609660153818
2021-08-18 11:00:00+00:00,1.0737,634.96,0.0013340962421502988,-0.05458713796918847
2021-08-18 12:00:00+00:00,1.0928,641.0,0.0013341624171607082,-0.05458026610041343
2021-08-18 13:00:00+00:00,1.1034,642.56,0.0013342306777858082,-0.05457316841803472
2021-08-18 14:00:00+00:00,1.1111,642.7,0.001334301347046366,-0.05456641056399539
2021-08-18 15:00:00+00:00,1.1431,646.43,0.0013343831192987256,-0.054562463200882316
2021-08-18 16:00:00+00:00,1.1761,648.87,0.0013344744234376148,-0.054559540396437366
2021-08-18 17:00:00+00:00,1.1805,649.55,0.00133456576629377,-0.05455563701543601
2021-08-18 18:00:00+00:00,1.1605,643.63,0.0013346497536902383,-0.054549802643402756
2021-08-18 19:00:00+00:00,1.1235,636.16,0.0013347218034702904,-0.05454126204186131
2021-08-18 20:00:00+00:00,1.1152,631.25,0.0013347911089480985,-0.05453190952353452
2021-08-18 21:00:00+00:00,1.1211,630.63,0.0013348608313041412,-0.05452146828728498
2021-08-18 22:00:00+00:00,1.1537,637.41,0.0013349406303419516,-0.05451320032240725
2021-08-18 23:00:00+00:00,1.1431,632.04,0.0013350162419810225,-0.0545034825624318
2021-08-19 00:00:00+00:00,1.1683,638.56,0.00133510076267632,-0.05449637831834077
2021-08-19 01:00:00+00:00,1.1519,636.54,0.0013351805645870755,-0.05448864781476666
2021-08-19 02:00:00+00:00,1.1399,631.94,0.001335255647331936,-0.054479258487570716
2021-08-19 03:00:00+00:00,1.1182,625.71,0.0013353226098430295,-0.05446712491290413
2021-08-19 04:00:00+00:00,1.1235,625.56,0.0013353903566234318,-0.0544546780544255
2021-08-19 05:00:00+00:00,1.1252,630.15,0.0013354599160025492,-0.054443609116445135
2021-08-19 06:00:00+00:00,1.1251,626.9,0.0013355285107122783,-0.05443185199935076
2021-08-19 07:00:00+00:00,1.127,627.96,0.0013355982696260584,-0.054420670033552776
2021-08-19 08:00:00+00:00,1.1307,630.96,0.0013356702340194591,-0.054411018888101174
2021-08-19 09:00:00+00:00,1.1321,630.6,0.0013357423099641568,-0.054401227064296676
2021-08-19 10:00:00+00:00,1.1158,624.26,0.001335808490161244,-0.0543894834580907
2021-08-19 11:00:00+00:00,1.1029,622.42,0.0013358710824244388,-0.054377154918512
2021-08-19 12:00:00+00:00,1.1152,627.13,0.0013359379760392457,-0.05436626751401823
2021-08-19 13:00:00+00:00,1.1292,632.6,0.0013360098678886095,-0.054357065303389726
2021-08-19 14:00:00+00:00,1.1394,636.48,0.0013360854564324757,-0.05434907513291461
2021-08-19 15:00:00+00:00,1.15,639.95,0.0013361654791727365,-0.05434276357890022
2021-08-19 16:00:00+00:00,1.1376,639.27,0.0013362412874720398,-0.054335516372596614
2021-08-19 17:00:00+00:00,1.1399,643.57,0.0013363183206061542,-0.05432917748321535
2021-08-19 18:00:00+00:00,1.1853,650.66,0.0013364110821096446,-0.05432682915519542
2021-08-19 19:00:00+00:00,1.1903,652.11,0.0013365047875009703,-0.05432422084451599
2021-08-19 20:00:00+00:00,1.2108,653.0,0.0013366048701705575,-0.05432256264312355
2021-08-19 21:00:00+00:00,1.2161,655.35,0.0013367066148516705,-0.05432131790367209
2021-08-19 22:00:00+00:00,1.2215,656.75,0.001336810769723498,-0.054321181397918694
2021-08-19 23:00:00+00:00,1.2347,659.83,0.001336919981400841,-0.05432257106619705
2021-08-20 00:00:00+00:00,1.2226,661.42,0.0013370256256370057,-0.054323814187032846
2021-08-20 01:00:00+00:00,1.2271,663.79,0.0013371335649522307,-0.05432605783958099
2021-08-20 02:00:00+00:00,1.2147,661.24,0.0013372366012961768,-0.05432679239941263
2021-08-20 03:00:00+00:00,1.2071,655.86,0.0013373361206728425,-0.05432607927041757
2021-08-20 04:00:00+00:00,1.2218,655.8,0.0013374396997970373,-0.054325546111871334
2021-08-20 05:00:00+00:00,1.2232,658.2,0.001337544546700904,-0.05432591936602623
2021-08-20 06:00:00+00:00,1.228,658.18,0.0013376508420945418,-0.05432646338998004
2021-08-20 07:00:00+00:00,1.2403,656.51,0.0013377605703009513,-0.05432713266902031
2021-08-20 08:00:00+00:00,1.2396,657.22,0.00133787064518611,-0.05432831309005423
2021-08-20 09:00:00+00:00,1.2448,660.55,0.0013379834323710587,-0.05433083898095329
2021-08-20 10:00:00+00:00,1.2491,662.7,0.0013380983390246437,-0.05433430307107361
2021-08-20 11:00:00+00:00,1.2361,659.01,0.0013382076932263644,-0.054335909317346456
2021-08-20 12:00:00+00:00,1.2446,663.19,0.0013383212615158263,-0.05433931984986669
2021-08-20 13:00:00+00:00,1.2641,668.66,0.0013384432066715904,-0.05434564990502333
2021-08-20 14:00:00+00:00,1.2778,679.6,0.0013385734654332224,-0.05435637049703061
2021-08-20 15:00:00+00:00,1.2829,680.07,0.0013387049405526336,-0.05436691842351716
2021-08-20 16:00:00+00:00,1.2609,678.61,0.0013388285401628622,-0.05437596398502516
2021-08-20 17:00:00+00:00,1.2581,679.71,0.0013389511574531715,-0.054384884062352076
2021-08-20 18:00:00+00:00,1.2383,677.32,0.001339065857113819,-0.05439165532686172
2021-08-20 19:00:00+00:00,1.2512,676.79,0.0013391847959691309,-0.05439892983857697
2021-08-20 20:00:00+00:00,1.2529,677.29,0.001339304181791766,-0.0544062801856129
2021-08-20 21:00:00+00:00,1.2689,683.46,0.0013394307373918745,-0.05441633724329807
2021-08-20 22:00:00+00:00,1.2508,684.81,0.0013395514318773798,-0.05442591284814862
2021-08-20 23:00:00+00:00,1.2629,693.99,0.0013396781528194522,-0.054438324062873945
2021-08-21 00:00:00+00:00,1.235,680.43,0.0013397919417467092,-0.05444561215319575
2021-08-21 01:00:00+00:00,1.2566,685.36,0.0013399143828287333,-0.054455350087751805
2021-08-21 02:00:00+00:00,1.2595,693.12,0.0013400399571468133,-0.05446768616520868
2021-08-21 03:00:00+00:00,1.2682,697.56,0.001340168984841452,-0.054481148399724365
2021-08-21 04:00:00+00:00,1.2583,690.09,0.001340292587672506,-0.05449188097851582
2021-08-21 05:00:00+00:00,1.2644,693.23,0.0013404195227597782,-0.054504235150230465
2021-08-21 06:00:00+00:00,1.2581,689.33,0.0013405436329364455,-0.05451545694073616
2021-08-21 07:00:00+00:00,1.2622,692.02,0.0013406700948420816,-0.05452791619085063
2021-08-21 08:00:00+00:00,1.2575,689.44,0.0013407939777777137,-0.05453916027307802
2021-08-21 09:00:00+00:00,1.252,687.39,0.0013409150558860113,-0.054549214811151006
2021-08-21 10:00:00+00:00,1.2615,691.68,0.001341041173690277,-0.05456157458748058
2021-08-21 11:00:00+00:00,1.2304,677.93,0.001341153062684156,-0.05456842997992094
2021-08-21 12:00:00+00:00,1.2486,686.68,0.0013412729047981055,-0.05457839290945675
2021-08-21 13:00:00+00:00,1.2429,685.3,0.0013413903249598408,-0.05458757814903395
2021-08-21 14:00:00+00:00,1.2308,680.77,0.0013415023305171662,-0.054594769278288886
2021-08-21 15:00:00+00:00,1.2402,684.41,0.0013416182681825722,-0.05460335684218137
